objectid,data,codnum,estação,chuva,pres,rs,temp,ur,dir_vento,vel_vento,so2,no2,hcnm,hct,ch4,co,no,nox,o3,pm10,pm2_5,lat,lon,x_utm_sirgas2000,y_utm_sirgas2000
3202141,2024-08-30 12:30:00,8,SP,0.0,1019.37,664.0,34.5,28.47,223.0,0.53,,96.64,,,,,15.91,112.55,52.72,78.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202142,2024-08-30 13:30:00,8,SP,0.0,1018.22,671.17,35.22,26.05,233.5,0.5800000000000001,,93.23,,,,,14.37,107.59,50.96,66.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202143,2024-08-30 14:30:00,8,SP,0.0,1017.25,586.83,34.27,30.8,245.5,0.78,,93.48,,,,,10.88,104.34,59.4,68.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202144,2024-08-30 15:30:00,8,SP,0.0,1016.77,378.5,31.4,39.28,304.5,0.87,,112.18,,,,,15.24,127.41,49.84,62.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202145,2024-08-30 16:30:00,8,SP,0.0,1016.82,51.17,29.6,41.77,267.33,0.52,,117.38,,,,,15.89,133.26,38.89,71.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202146,2024-08-30 17:30:00,8,SP,0.0,1017.22,5.5,27.27,46.83,133.0,0.43,,75.98,,,,,2.8200000000000003,78.79,62.75,76.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202147,2024-08-30 18:30:00,8,SP,0.0,1017.65,1.0,25.45,49.82,156.0,0.53,,78.84,,,,,3.86,82.7,45.92,52.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202148,2024-08-30 19:30:00,8,SP,0.0,1017.97,1.0,24.38,54.95,160.83,0.38,,88.01,,,,,8.63,96.62,36.67,41.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202149,2024-08-30 20:30:00,8,SP,0.0,1018.43,1.0,23.77,56.98,142.33,0.32,,79.24,,,,,5.45,84.68,32.8,51.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202150,2024-08-30 21:30:00,8,SP,0.0,1018.65,1.0,22.98,62.13,142.83,0.13,,63.26,,,,,4.41,67.65,26.71,55.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202151,2024-08-30 22:30:00,8,SP,0.0,1018.62,1.0,22.37,66.48,150.17,0.13,,64.32,,,,,5.49,69.82,20.5,46.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202152,2024-08-30 23:30:00,8,SP,0.0,1018.7,1.0,21.8,71.37,176.17,0.05,,63.92,,,,,6.32,70.24,15.15,49.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202153,2024-08-31 00:30:00,8,SP,0.0,1018.53,1.0,21.43,72.22,176.0,0.17,,52.43,,,,,4.21,56.64,21.49,48.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202154,2024-08-31 01:30:00,8,SP,0.0,1018.3,1.0,20.98,73.63,153.5,0.15,,56.77,,,,,2.41,59.18,19.25,51.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202155,2024-08-31 02:30:00,8,SP,0.0,1017.93,1.0,20.73,74.67,151.33,0.18,,70.79,,,,,5.34,76.13,10.37,45.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202156,2024-08-31 03:30:00,8,SP,0.0,1017.67,1.0,20.25,77.3,164.67,0.17,,67.93,,,,,3.47,71.4,10.23,42.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202157,2024-08-31 04:30:00,8,SP,0.0,1017.72,1.0,19.83,80.05,185.17,0.13,,66.07,,,,,6.08,72.15,8.06,38.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202158,2024-08-31 05:30:00,8,SP,0.0,1018.4,1.0,19.48,84.32,171.0,0.13,,72.91,,,,,19.59,92.42,2.16,37.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202159,2024-08-31 06:30:00,8,SP,0.0,1019.3,2.67,19.72,93.07,155.83,0.17,,67.56,,,,,46.18,113.74,,53.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202160,2024-08-31 07:30:00,8,SP,0.0,1020.07,24.67,20.53,89.3,172.33,0.18,,73.76,,,,,59.96,133.78,2.19,83.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202161,2024-08-31 08:30:00,8,SP,0.0,1020.75,126.33,22.57,78.75,126.5,0.25,,89.7,,,,,55.72,145.43,5.33,90.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202162,2024-08-31 09:30:00,8,SP,0.0,1020.73,450.0,29.63,50.53,159.5,0.35,,111.83,,,,,35.72,147.56,18.79,95.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202163,2024-08-31 10:30:00,8,SP,0.0,1020.6,553.83,32.33,42.68,214.83,0.53,,120.22,,,,,29.8,150.02,28.04,104.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202164,2024-08-31 11:30:00,8,SP,0.0,1020.2,617.5,33.08,40.3,214.33,0.55,,135.76,,,,,22.96,158.71,40.34,114.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202165,2024-08-31 12:30:00,8,SP,0.0,1019.75,622.83,33.87,41.1,219.17,0.7000000000000001,,79.79,,,,,7.7,87.48,61.49,120.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202166,2024-08-31 13:30:00,8,SP,0.0,1019.05,622.17,32.03,45.55,162.0,0.5800000000000001,,44.73,,,,,4.82,49.55,61.18,86.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202167,2024-08-31 14:30:00,8,SP,0.0,1018.78,535.33,27.12,60.27,139.67,1.35,,27.4,,,,,2.73,30.12,61.04,62.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202168,2024-08-31 15:30:00,8,SP,0.0,1018.88,341.67,25.3,66.35,144.67,1.05,,25.21,,,,,1.96,27.16,61.05,56.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202169,2024-08-31 16:30:00,8,SP,0.0,1019.05,63.0,24.85,66.27,160.5,0.53,,32.62,,,,,2.7,35.32,59.9,54.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202170,2024-08-31 17:30:00,8,SP,0.0,1019.42,6.67,24.1,69.38,165.67,0.5700000000000001,,41.65,,,,,2.36,44.0,51.38,49.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202171,2024-08-31 18:30:00,8,SP,0.0,1019.88,1.0,23.32,73.35,135.83,0.53,,40.03,,,,,2.1,42.14,48.63,54.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202172,2024-08-31 19:30:00,8,SP,0.0,1020.35,1.0,23.5,73.08,161.67,0.42,,44.78,,,,,3.58,48.4,40.97,59.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202173,2024-08-31 20:30:00,8,SP,0.0,1020.5,1.0,23.32,74.05,203.67,0.12,,52.47,,,,,4.48,56.95,35.08,54.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202174,2024-08-31 21:30:00,8,SP,0.0,1020.37,1.0,23.15,76.22,199.5,0.27,,43.56,,,,,3.17,46.72,49.47,56.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202175,2024-08-31 22:30:00,8,SP,0.0,1020.3,1.0,23.6,76.47,181.5,0.23,,34.41,,,,,3.78,38.23,52.47,48.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202176,2024-08-31 23:30:00,8,SP,0.0,1020.0,1.0,23.72,75.55,203.0,0.43,,27.84,,,,,3.02,30.86,54.48,51.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202177,2024-09-01 00:30:00,8,SP,0.0,1019.82,1.0,23.12,78.98,200.0,0.37,,24.41,,,,,1.19,25.62,44.95,47.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202178,2024-09-01 01:30:00,8,SP,0.0,1019.23,1.0,22.92,79.47,198.0,0.33,,21.66,,,,,2.87,24.53,41.2,56.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202179,2024-09-01 02:30:00,8,SP,0.0,1018.5,1.0,22.38,81.78,190.5,0.3,,21.71,,,,,1.69,23.4,39.37,62.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202180,2024-09-01 03:30:00,8,SP,0.0,1017.68,1.0,21.75,84.32,186.83,0.18,,20.21,,,,,1.8,22.02,39.12,51.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202181,2024-09-01 04:30:00,8,SP,0.0,1017.58,1.0,21.72,84.07,183.0,0.25,,,,,,,,,32.18,52.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202182,2024-09-01 05:30:00,8,SP,0.0,1017.77,1.0,21.55,85.82,175.0,0.2,,26.12,,,,,1.92,28.04,28.4,43.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202183,2024-09-01 06:30:00,8,SP,0.0,1018.02,2.5,20.93,90.38,180.67,0.07,,39.67,,,,,3.89,43.56,17.42,45.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202184,2024-09-01 07:30:00,8,SP,0.0,1018.57,33.17,21.58,88.42,152.83,0.22,,52.78,,,,,10.3,63.09,12.67,49.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202185,2024-09-01 08:30:00,8,SP,0.0,1018.77,136.17,22.9,80.3,152.0,0.38,,47.86,,,,,8.85,56.71,22.5,57.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202186,2024-09-01 09:30:00,8,SP,0.0,1018.68,472.67,28.73,56.12,118.33,0.48,,55.19,,,,,15.79,70.97,23.22,53.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202187,2024-09-01 10:30:00,8,SP,0.0,1018.23,582.5,31.22,46.52,223.0,0.47,,58.41,,,,,16.03,74.44,28.1,60.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202188,2024-09-01 11:30:00,8,SP,0.0,1017.22,651.5,33.02,38.57,206.17,0.55,,56.71,,,,,7.98,64.69,51.65,59.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202189,2024-09-01 12:30:00,8,SP,0.0,1015.93,655.83,34.03,33.3,165.83,0.65,,42.25,,,,,3.88,46.12,79.08,65.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202190,2024-09-01 13:30:00,8,SP,0.0,1014.55,675.17,34.55,30.6,202.83,0.45,,36.08,,,,,2.86,38.94,89.02,58.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202191,2024-09-01 14:30:00,8,SP,0.0,1013.45,598.17,35.3,28.22,223.67,0.43,,33.25,,,,,2.21,35.46,87.25,57.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202192,2024-09-01 15:30:00,8,SP,0.0,1012.85,387.33,33.73,32.63,230.83,0.37,,50.08,,,,,3.13,53.19,82.26,58.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202193,2024-09-01 16:30:00,8,SP,0.0,1012.75,49.33,31.83,38.35,244.17,0.28,,76.49,,,,,4.2,80.69,52.22,56.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202194,2024-09-01 17:30:00,8,SP,0.0,1012.5,5.5,29.08,47.35,149.33,0.2,,88.41,,,,,6.37,94.8,35.09,74.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202195,2024-09-01 18:30:00,8,SP,0.0,1012.62,1.0,27.18,51.42,151.17,0.25,,75.61,,,,,3.9,79.5,35.45,58.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202196,2024-09-01 19:30:00,8,SP,0.0,1013.05,1.0,26.53,54.35,165.17,0.2,,84.74,,,,,9.61,94.34,26.11,54.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202197,2024-09-01 20:30:00,8,SP,0.0,1013.08,1.0,26.03,60.38,145.67,0.22,,71.97,,,,,6.59,78.56,25.07,58.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202198,2024-09-01 21:30:00,8,SP,0.0,1013.18,1.0,25.23,64.93,179.0,0.2,,85.61,,,,,18.99,104.6,8.4,50.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202199,2024-09-01 22:30:00,8,SP,0.0,1013.1,1.0,24.68,67.63,163.83,0.13,,63.08,,,,,4.97,68.05,15.88,64.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202200,2024-09-01 23:30:00,8,SP,0.0,1012.97,1.0,24.2,69.23,148.5,0.13,,58.34,,,,,2.56,60.89,17.27,61.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202201,2024-09-02 00:30:00,8,SP,0.0,1012.38,1.0,23.82,69.15,120.33,0.18,,48.54,,,,,2.71,51.24,21.49,52.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202202,2024-09-02 01:30:00,8,SP,0.0,1011.47,1.0,23.27,69.32,151.67,0.08,,42.48,,,,,2.32,44.79,23.31,52.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202203,2024-09-02 02:30:00,8,SP,0.0,1010.6,1.0,23.25,66.33,140.0,0.2,,42.88,,,,,1.58,44.45,24.63,39.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202204,2024-09-02 03:30:00,8,SP,0.0,1009.83,1.0,23.23,63.43,130.67,0.2,,36.66,,,,,1.76,38.42,28.14,49.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202205,2024-09-02 04:30:00,8,SP,0.0,1009.68,1.0,22.67,63.87,132.5,0.18,,46.34,,,,,3.42,49.75,21.27,44.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202206,2024-09-02 05:30:00,8,SP,0.0,1009.97,1.0,22.3,65.75,153.5,0.15,,57.93,,,,,22.86,80.79,5.11,52.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202207,2024-09-02 06:30:00,8,SP,0.0,1010.63,7.5,22.82,59.97,171.5,0.18,,75.35,,,,,47.22,122.63,1.59,50.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202208,2024-09-02 07:30:00,8,SP,0.0,1012.03,50.33,25.5,58.45,144.5,1.6800000000000002,,36.13,,,,,8.28,44.41,53.33,58.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202209,2024-09-02 08:30:00,8,SP,0.0,1013.08,158.33,25.15,64.75,140.0,2.58,,26.09,,,,,2.45,28.54,71.09,78.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202210,2024-09-02 09:30:00,8,SP,0.0,1014.15,361.17,24.8,67.45,148.33,3.08,,23.76,,,,,2.79,26.54,75.2,74.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202211,2024-09-02 10:30:00,8,SP,0.0,1014.63,510.5,25.4,60.33,150.0,2.9,,23.56,,,,,3.39,26.95,70.43,72.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202212,2024-09-02 11:30:00,8,SP,0.0,1014.6,549.5,26.15,55.53,149.67,1.98,,26.25,,,,,3.62,29.87,65.62,65.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202213,2024-09-02 12:30:00,8,SP,0.0,1014.12,559.33,27.02,46.42,152.17,2.3,,25.47,,,,,3.5700000000000003,29.04,64.58,68.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202214,2024-09-02 13:30:00,8,SP,0.0,1013.53,537.17,26.72,50.28,146.17,2.35,,26.11,,,,,3.36,29.46,63.6,59.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202215,2024-09-02 14:30:00,8,SP,0.0,1013.13,410.33,25.38,64.37,141.83,1.83,,23.33,,,,,3.55,26.88,60.36,57.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202216,2024-09-02 15:30:00,8,SP,0.0,1013.08,243.67,24.43,69.38,140.5,2.18,,23.27,,,,,2.66,25.93,58.73,62.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202217,2024-09-02 16:30:00,8,SP,0.0,1013.55,75.17,24.2,68.6,138.67,1.43,,25.76,,,,,3.31,29.06,55.55,66.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202218,2024-09-02 17:30:00,8,SP,0.0,1013.93,8.83,23.6,73.42,140.0,1.28,,31.2,,,,,3.73,34.93,50.33,61.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202219,2024-09-02 18:30:00,8,SP,0.0,1014.15,1.0,23.4,74.72,150.17,0.48,,44.71,,,,,6.74,51.42,37.43,73.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202220,2024-09-02 19:30:00,8,SP,0.0,1014.82,1.0,23.37,75.42,171.5,0.32,,42.43,,,,,6.77,49.2,35.02,74.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202221,2024-09-02 20:30:00,8,SP,0.0,1015.42,1.0,23.15,75.63,151.0,1.03,,30.61,,,,,2.88,33.49,43.14,68.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202222,2024-09-02 21:30:00,8,SP,0.0,1015.73,1.0,23.22,74.25,152.67,0.93,,24.97,,,,,2.26,27.24,47.34,64.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202223,2024-09-02 22:30:00,8,SP,0.0,1015.93,1.0,23.08,74.92,157.67,1.07,,20.78,,,,,1.6800000000000002,22.46,47.01,55.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202224,2024-09-02 23:30:00,8,SP,0.0,1015.85,1.0,22.95,73.98,157.33,0.7000000000000001,,19.41,,,,,1.61,21.02,44.41,51.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202225,2024-09-03 00:30:00,8,SP,0.0,1015.5,1.0,22.82,72.53,150.17,0.78,,15.47,,,,,0.66,16.13,48.57,43.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202226,2024-09-03 01:30:00,8,SP,0.0,1015.22,1.0,22.82,71.78,150.0,0.35,,,,,,,,,47.67,42.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202227,2024-09-03 02:30:00,8,SP,0.0,1015.02,1.0,22.63,72.63,174.33,0.28,,,,,,,,,46.59,45.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202228,2024-09-03 03:30:00,8,SP,0.0,1014.87,1.0,22.53,71.4,166.17,0.35,,15.38,,,,,2.2,17.59,47.27,38.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202229,2024-09-03 04:30:00,8,SP,0.0,1015.08,1.0,22.52,71.05,169.0,0.33,,18.34,,,,,1.11,19.44,44.01,36.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202230,2024-09-03 05:30:00,8,SP,0.0,1015.4,1.0,22.43,71.45,139.83,0.37,,23.85,,,,,1.79,25.64,36.86,42.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202231,2024-09-03 06:30:00,8,SP,0.0,1015.77,1.67,22.53,72.22,160.0,0.4,,35.11,,,,,5.09,40.2,24.72,38.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202232,2024-09-03 07:30:00,8,SP,0.0,1016.35,28.5,23.05,70.9,173.33,0.3,,41.11,,,,,9.9,51.01,23.0,40.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202233,2024-09-03 08:30:00,8,SP,0.0,1016.95,53.17,23.73,69.58,201.5,0.4,,56.89,,,,,27.77,84.66,21.59,42.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202234,2024-09-03 09:30:00,8,SP,0.0,1017.3,91.17,24.47,65.88,207.33,0.32,,46.83,,,,,14.97,61.81,26.12,47.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202235,2024-09-03 10:30:00,8,SP,0.0,1017.12,251.83,26.3,58.88,220.83,0.48,,39.56,,,,,9.18,48.71,33.99,48.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202236,2024-09-03 11:30:00,8,SP,0.0,1016.52,426.33,28.57,51.63,190.17,0.47,,40.99,,,,,11.26,52.21,36.13,50.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202237,2024-09-03 12:30:00,8,SP,0.0,1015.75,318.67,28.13,52.2,205.83,0.47,,42.52,,,,,8.46,50.98,42.31,49.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202238,2024-09-03 13:30:00,8,SP,0.0,1015.0,491.83,29.02,50.62,226.83,0.5700000000000001,,43.56,,,,,11.73,55.27,44.59,49.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202239,2024-09-03 14:30:00,8,SP,0.0,1014.22,415.17,28.75,52.12,225.33,0.73,,39.37,,,,,8.26,47.62,45.16,55.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202240,2024-09-03 15:30:00,8,SP,0.0,1013.98,256.33,27.98,55.83,234.67,0.5,,44.67,,,,,8.24,52.91,40.3,63.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202241,2024-09-03 16:30:00,8,SP,0.0,1014.02,69.17,26.78,62.57,281.5,0.7200000000000001,,56.24,,,,,10.26,66.49,27.9,63.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202242,2024-09-03 17:30:00,8,SP,0.0,1014.6,7.17,25.3,69.67,286.5,0.67,,67.52,,,,,12.62,80.15,17.32,77.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202243,2024-09-03 18:30:00,8,SP,0.0,1015.25,1.0,24.35,74.62,146.17,0.37,,70.32,,,,,13.5,83.85,9.73,66.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202244,2024-09-03 19:30:00,8,SP,0.0,1015.87,1.0,23.85,77.73,171.33,0.15,,66.45,,,,,11.67,78.13,6.62,62.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202245,2024-09-03 20:30:00,8,SP,0.0,1016.53,1.0,23.47,79.97,158.83,0.23,,59.91,,,,,9.58,69.49,9.62,70.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202246,2024-09-03 21:30:00,8,SP,0.0,1016.95,1.0,23.15,81.37,166.33,0.22,,59.65,,,,,18.82,78.47,6.15,59.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202247,2024-09-03 22:30:00,8,SP,0.0,1016.98,1.0,22.75,84.03,184.67,0.18,,50.59,,,,,3.98,54.56,22.96,55.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202248,2024-09-03 23:30:00,8,SP,0.0,1016.85,1.0,22.43,84.33,199.17,0.2,,38.27,,,,,3.22,41.48,29.8,64.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202249,2024-09-04 00:30:00,8,SP,0.0,1016.58,1.0,22.0,86.28,203.0,0.18,,38.79,,,,,1.82,40.6,17.2,62.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202250,2024-09-04 01:30:00,8,SP,0.0,1016.3,1.0,21.8,85.9,184.0,0.15,,,,,,,,,28.67,52.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202251,2024-09-04 02:30:00,8,SP,0.0,1015.68,1.0,21.53,87.07,170.0,0.27,,24.72,,,,,2.29,27.0,23.79,51.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202252,2024-09-04 03:30:00,8,SP,0.0,1015.45,1.0,21.18,87.85,145.67,0.23,,,,,,,,,28.07,43.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202253,2024-09-04 04:30:00,8,SP,0.0,1015.35,1.0,20.75,89.88,185.67,0.13,,25.98,,,,,1.92,27.9,21.39,41.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202254,2024-09-04 05:30:00,8,SP,0.0,1015.5,1.0,20.8,89.45,150.67,0.3,,30.02,,,,,3.23,33.25,21.3,39.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202255,2024-09-04 06:30:00,8,SP,0.0,1015.97,3.5,20.72,90.9,212.17,0.15,,46.41,,,,,12.22,58.63,10.24,43.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202256,2024-09-04 07:30:00,8,SP,0.0,1016.43,46.17,21.9,85.43,161.17,0.37,,51.36,,,,,16.59,67.95,9.08,41.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202257,2024-09-04 08:30:00,8,SP,0.0,1016.95,146.5,23.7,78.58,190.5,0.28,,74.25,,,,,47.1,121.35,5.07,54.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202258,2024-09-04 09:30:00,8,SP,0.0,1017.02,394.67,28.48,58.82,189.83,0.45,,73.03,,,,,41.54,114.57,8.96,70.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202259,2024-09-04 10:30:00,8,SP,0.0,1016.98,520.17,30.32,50.67,220.33,0.53,,57.99,,,,,20.74,78.72,21.05,72.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202260,2024-09-04 11:30:00,8,SP,0.0,1016.68,577.33,32.62,42.85,233.0,0.63,,60.51,,,,,14.04,74.56,33.1,70.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202261,2024-09-04 12:30:00,8,SP,0.0,1015.93,568.0,33.83,40.13,252.5,0.75,,71.13,,,,,13.49,84.62,42.74,77.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202262,2024-09-04 13:30:00,8,SP,0.0,1015.4,567.5,34.62,31.93,196.5,0.4,,58.89,,,,,9.31,68.19,71.83,80.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202263,2024-09-04 14:30:00,8,SP,0.0,,491.0,33.97,28.7,214.17,0.4,,63.64,,,,,13.75,77.39,65.02,81.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202264,2024-09-04 15:30:00,8,SP,0.0,1014.23,307.17,32.25,31.43,204.83,0.42,,72.58,,,,,14.84,87.47,66.28,82.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202265,2024-09-04 16:30:00,8,SP,0.0,1014.32,67.33,30.85,43.73,232.83,0.43,,84.63,,,,,8.92,93.55,41.64,93.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202266,2024-09-04 17:30:00,8,SP,0.0,1014.5,7.83,29.03,56.45,193.17,0.2,,79.87,,,,,9.57,89.47,30.76,96.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202267,2024-09-04 18:30:00,8,SP,0.0,1014.87,1.0,27.58,61.4,196.83,0.15,,73.56,,,,,8.12,81.68,27.55,99.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202268,2024-09-04 19:30:00,8,SP,0.0,1015.32,1.0,26.42,65.27,169.67,0.15,,92.6,,,,,16.49,109.07,8.21,81.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202269,2024-09-04 20:30:00,8,SP,0.0,1015.78,1.0,25.25,74.42,188.83,0.1,,73.15,,,,,4.28,77.43,16.71,80.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202270,2024-09-04 21:30:00,8,SP,0.0,1016.07,1.0,24.28,76.93,190.17,0.15,,77.56,,,,,6.78,84.34,10.2,76.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202271,2024-09-04 22:30:00,8,SP,0.0,1015.92,1.0,23.68,84.5,166.5,0.23,,84.6,,,,,12.42,97.03,4.52,77.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202272,2024-09-04 23:30:00,8,SP,0.0,1015.68,1.0,23.27,85.38,157.5,0.25,,66.59,,,,,4.91,71.5,9.66,69.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202273,2024-09-05 00:30:00,8,SP,0.0,1015.32,1.0,22.7,89.83,134.5,0.2,,65.08,,,,,6.14,71.22,9.61,85.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
3202274,2024-09-05 01:30:00,8,SP,0.0,1014.72,1.0,22.43,89.87,170.67,0.18,,64.7,,,,,5.42,70.12,5.52,71.0,,-22.92491534,-43.23265652,681240.2399,7463702.987
